"_id__$oid","last_updated__$date","|","|__odour","|__time","|__ph","|__total_alkalinity","|__mlss","|__do","|__percent_settlement","|__svi","|__cod","|__tss","|__ammonia","|__phosphate","|__sulphide","|__bod","|__dosing_mode","|__flow","|__applied_dose","|__fecl3_concentration_percent","|__fecl3_consumption","|__fecl3_concentration_ppm","|__dose_rate","|__$date","|__$oid","is_deleted","custom_dosing_data__dosing_mode","custom_dosing_data__flow","custom_dosing_data__applied_dose","custom_dosing_data__fecl3_concentration_percent","custom_dosing_data__fecl3_consumption","custom_dosing_data__fecl3_concentration_ppm","custom_dosing_data__dose_rate","raw_sewage__odour","raw_sewage__time","raw_sewage__ph","raw_sewage__cod","raw_sewage__tss","raw_sewage__ammonia","raw_sewage__phosphate","raw_sewage__sulphide","raw_sewage__bod","inlet_channel__odour","inlet_channel__time","inlet_channel__ph","inlet_channel__cod","inlet_channel__tss","inlet_channel__ammonia","inlet_channel__phosphate","inlet_channel__sulphide","inlet_channel__bod","inlet__odour","inlet__time","inlet__ph","inlet__cod","inlet__tss","inlet__ammonia","inlet__phosphate","inlet__sulphide","inlet__bod","pst_inlet__odour","pst_inlet__time","pst_inlet__ph","pst_inlet__cod","pst_inlet__tss","pst_inlet__ammonia","pst_inlet__phosphate","pst_inlet__sulphide","pst_inlet__bod","pst_outlet__odour","pst_outlet__time","pst_outlet__ph","pst_outlet__cod","pst_outlet__tss","pst_outlet__ammonia","pst_outlet__phosphate","pst_outlet__sulphide","pst_outlet__bod","at__odour","at__time","at__ph","at__mlss","at__do","at__percent_settlement","at__svi","fst__odour","fst__time","fst__ph","fst__cod","fst__tss","fst__ammonia","fst__phosphate","fst__sulphide","fst__do","remarks","date","user_id","odour_id","analysis_id","createdAt__$date","updatedAt__$date","__v","bod_date_time","updated_by"
"616e93ccb6186500173c523f","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.28125","2.3","10","0.005246875","100000","0.052468749999999995","offensive","","7.5","420","398","48","4.4","4.8","156","odourless","","7.2","400","384","46","4.2","1.2","144","odourless","","7.3","390","380","45","4.2","0.6","134","mildodour","","7.3","410","390","46","4.3","1.8","120","mildodour","","7.4","280","264","36","3.6","1.6","104","mildodour","","7.5","1960","0.18","8","40.816326530612244","odourless","","7.5","110","76","18","1.2","1.2","0.64","","2021-10-19","60f145d12287270012a59b6a","","lzwdrrotbb","2021-10-19T09:45:48.047Z","2021-10-19T09:46:38.098Z","0","2021-10-16T13:14","null"
"616fe7ceb6186500173c5825","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.625","2.3","10","0.0060375","100000","0.060375","offensive","","7.3","400","380","46","4.2","4.4","174","odourless","","7.1","380","378","42","4","1","164","odourless","","7.2","380","368","43","4","0.4","160","mildodour","","7.2","400","370","4.4","4.1","1.6","147","mildodour","","7.3","260","254","34","3.4","1.4","95","odourless","","7.4","1940","0.22","8","41.23711340206186","odourless","","7.5","100","64","16","1","1","0.4","","2021-10-20","60f145d12287270012a59b6a","","oj2hrjyz2a","2021-10-20T09:56:30.087Z","2021-10-20T09:57:25.31Z","0","2021-10-17T15:26","null"
"617147dbb6186500173c597d","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","1.96875","2.3","10","0.004528124999999999","100000","0.045281249999999995","offensive","","7.3","390","332","42","3.9","4.6","120","odourless","","7.2","360","248","41","3.7","1.2","116","odourless","","7.4","350","316","40","3.5","0.8","105","mildodour","","7.4","360","280","38","3.8","2.4","120","mildodour","","7.4","230","115","35","3","1.6","72","mildodour","","7.5","1590","0.16","8","50.314465408805034","mildodour","","7.6","80","62","15","1.5","1","1.03","","2021-10-21","60f145d12287270012a59b6a","","zrcw52ikxp","2021-10-21T10:58:35.524Z","2021-10-21T10:59:56.027Z","0","2021-10-18T10:29","null"
"61766516b6186500173c5d94","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","1.9765625","2","10","0.003953124999999999","100000","0.03953125","offensive","","7.3","450","340","44","4.2","4.4","140","odourless","","7.2","420","332","42","4.1","1.6","130","odourless","","7.4","400","330","38","4","1.2","135","mildodour","","7.4","420","308","39","4.1","2","137","mildodour","","7.5","260","182","32","3.6","1.6","88","mildodour","","7.5","1770","0.2","8","45.19774011299435","mildodour","","7.6","120","76","20","2.2","1.5","0.66","","2021-10-22","60f145d12287270012a59b6a","","3pp543477t","2021-10-25T08:04:38.764Z","2021-10-25T08:06:05.263Z","0","2021-10-19T13:35","null"
"61766650b6186500173c5dd2","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.375","2","10","0.00475","100000","0.0475","offensive","","7.4","470","328","42","5","4.4","135","mildodour","","7.4","440","302","40","4.5","1.6","128","odourless","","7.4","410","320","38","4.2","1.2","132","mildodour","","7.5","390","278","39","4.1","2.4","138","mildodour","","7.4","290","148","29","3.2","1.6","91","mildodour","","7.5","1850","0.34","8","43.24324324324324","mildodour","","7.6","120","70","22","2.8","1.2","0.58","","2021-10-23","60f145d12287270012a59b6a","","is9a5crz43","2021-10-25T08:09:52.77Z","2021-10-25T08:11:06.444Z","0","2021-10-20T13:40","null"
"6176681ab6186500173c5e20","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.140625","2","10","0.00428125","100000","0.0428125","offensive","","7.4","380","344","44","4","4","160","odourless","","7.1","360","324","40","3.8","1.2","142","odourless","","7.1","340","308","36","3.6","0.8","138","mildodour","","7.3","300","324","38","3.6","1.6","142","mildodour","","7.4","280","260","26","2.4","1.2","90","mildodour","","7.5","1930","0.21","10","51.81347150259067","mildodour","","7.5","90","67","20","1.8","1","0.68","","2021-10-24","60f145d12287270012a59b6a","","yctxmwo63j","2021-10-25T08:17:30.099Z","2021-10-25T08:18:31.043Z","0","2021-10-21T13:48","null"
"61768d7fb6186500173c5f21","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.1875","2","10","0.004375","100000","0.04375","offensive","","7.2","450","354","40","3.6","4.6","145","mildodour","","7.1","440","332","39","3.5","1.6","140","odourless","","7.1","400","346","37","3.4","0.8","132","mildodour","","7.3","390","288","32","2.8","1.6","135","mildodour","","7.4","270","174","18","1.8","1.2","83","mildodour","","7.5","1760","0.18","8","45.45454545454545","mildodour","","7.6","110","62","16","1.2","1","0.52","","2021-10-25","60f145d12287270012a59b6a","","tf6msek240","2021-10-25T10:57:03.319Z","2021-10-25T10:57:50.203Z","0","2021-10-22T16:27","null"
"6177e0d7b6186500173c615f","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.265625","2.3","10","0.0052109375","100000","0.052109375","offensive","","7.2","390","412","40","3.8","4.2","174","odourless","","7.2","380","388","38","3.6","1.4","157","odourless","","7.3","360","374","36","3.9","1.2","150","mildodour","","7.3","330","384","32","3.9","1.8","140","mildodour","","7.4","300","220","32","3.7","1.4","90","mildodour","","7.4","1670","0.24","5","29.940119760479043","mildodour","","7.5","110","82","25","1.2","1.2","0.82","","2021-10-26","60f145d12287270012a59b6a","","t53zkpkvhn","2021-10-26T11:04:55.884Z","2021-10-26T11:06:05.282Z","0","2021-10-23T10:35","null"
"61792c2fb6186500173c61b1","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.53125","2.1","10","0.005315624999999999","100000","0.053156249999999995","offensive","","7.2","390","432","42","4","4.4","155","odourless","","7.1","370","272","40","3.8","1.6","132","odourless","","7.1","350","228","38","4.1","1.2","126","mildodour","","7.3","360","364","36","4","2.4","110","odourless","","7.4","280","184","34","3.8","1.2","98","mildodour","","7.5","1840","0.3","5","27.17391304347826","mildodour","","7.6","100","78","28","1.4","1","0.96","","2021-10-27","60f145d12287270012a59b6a","","8r1y863tih","2021-10-27T10:38:39.945Z","2021-10-27T10:39:43.147Z","0","2021-10-24T16:09","null"
"617a7561b6186500173c6319","2021-10-18T23:18:49.094Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.203125","2.3","10","0.005067187499999999","100000","0.05067187499999999","offensive","","7.2","420","408","44","5.2","4.6","160","odourless","","7.1","400","298","42","4.8","1.4","155","odourless","","7.1","390","256","39","4.4","1","140","mildodour","","7.3","370","230","35","4","2.6","135","odourless","","7.4","310","144","25","3.6","1.2","96","offensive","","7.4","1910","0.46","5","26.17801047120419","odourless","","7.5","120","73","20","3","1","0.86","","2021-10-28","60f145d12287270012a59b6a","","aaj2vjvjyt","2021-10-28T10:03:13.487Z","2021-10-28T10:05:41.19Z","0","2021-10-25T15:34","null"
"617e5f97efc62f0011c59900","2021-10-30T00:00:54.333Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.453125","2.1","10","0.0051515625","100000","0.051515624999999995","offensive","","7.2","420","436","36","3.2","4","160","mildodour","","7.3","410","392","34","3","1.6","150","odourless","","7.3","390","364","30","2.8","1.2","135","mildodour","","7.4","400","384","32","2.9","2.4","126","odourless","","7.4","280","224","28","2.6","1.2","110","odourless","","7.5","1860","0.12","8","43.01075268817205","odourless","","7.6","120","74","20","1.8","0.8","0.56","","2021-10-31","60f145d12287270012a59b6a","","mzc4qlfnt4","2021-10-31T09:19:19.207Z","2021-10-31T09:21:22.385Z","0","2021-10-28T10:51","null"
"617fc2b0efc62f0011c59b4b","2021-10-30T00:00:54.333Z","","","","","","","","","","","","","","","","","","","","","","","","","False","automatic","2.390625","2.1","10","0.0050203125000000005","100000","0.050203125","offensive","","7.2","400","414","38","4","4.4","149","odourless","","7.2","390","382","36","3.8","1.2","140","odourless","","7.3","370","370","35","3.6","0.8","130","mildodour","","7.4","380","394","36","3.6","2.4","125","odourless","","7.4","290","218","26","2.4","1.6","115","mildodour","","7.3","1750","0.24","10","57.14285714285714","mildodour","","7.5","100","77","1.6","1.2","1.2","0.86","","2021-11-01","60f145d12287270012a59b6a","","zb45azrhkg","2021-11-01T10:34:24.971Z","2021-11-01T10:35:35.463Z","0","2021-10-29T16:04","null"
"","","_id","","","","","","","","","","","","","","","","","","","","","","","619c9e27ffe8cf0015a31462","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-21","60f145d12287270012a59b6a","","jy7os4ii6r","","","0","",""
"","","last_updated","","","","","","","","","","","","","","","","","","","","","","2021-11-14T22:27:51.834Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","custom_dosing_data","","","","","","","","","","","","","","","automatic","2.28125","2.3","10","0.005246875","100000","0.052468749999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","raw_sewage","offensive","","7.5","","","","","","394","310","42","4.2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","inlet_channel","odourless","","7.2","","","","","","386","302","40","4","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","inlet","odourless","","7.2","","","","","","382","306","40","4","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pst_inlet","mildodour","","7.4","","","","","","384","304","36","3.9","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pst_outlet","mildodour","","7.5","","","","","","292","172","32","3.2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","at","mildodour","","7.5","","2020","0.16","8","39.603960396039604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","fst","mildodour","","7.6","","","0.24","","","148","102","28","2.6","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","createdAt","","","","","","","","","","","","","","","","","","","","","","2021-11-23T07:54:15.911Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","updatedAt","","","","","","","","","","","","","","","","","","","","","","2021-11-23T07:54:15.911Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","_id","","","","","","","","","","","","","","","","","","","","","","","619c9f2dffe8cf0015a3148f","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-22","60f145d12287270012a59b6a","","kpmrz31eng","","","0","",""
"","","last_updated","","","","","","","","","","","","","","","","","","","","","","2021-11-14T22:27:51.834Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","custom_dosing_data","","","","","","","","","","","","","","","automatic","1.96875","2.3","10","0.004528124999999999","100000","0.045281249999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","raw_sewage","offensive","","7.5","","","","","","420","380","38","4","4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","inlet_channel","odourless","","7.2","","","","","","412","376","34","3.8","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","inlet","odourless","","7.1","","","","","","410","370","32","3.6","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pst_inlet","mildodour","","7.3","","","","","","418","372","36","3.8","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pst_outlet","mildodour","","7.4","","","","","","268","260","28","2.8","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","at","mildodour","","7.5","","2010","0.88","8","39.80099502487562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","fst","mildodour","","7.6","","","1.08","","","182","102","20","1.6","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","createdAt","","","","","","","","","","","","","","","","","","","","","","2021-11-23T07:58:37.773Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","updatedAt","","","","","","","","","","","","","","","","","","","","","","2021-11-23T07:58:37.773Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
